date,lobith
20/07/2007,2241
21/07/2007,2217
22/07/2007,2174
23/07/2007,2118
24/07/2007,2108
25/07/2007,2164
26/07/2007,2303
27/07/2007,2373
28/07/2007,2370
29/07/2007,2379
30/07/2007,2357
31/07/2007,2291
1/8/2007,2211
2/8/2007,2143
3/8/2007,2121
4/8/2007,2094
5/8/2007,1997
6/8/2007,1932
7/8/2007,1929
8/8/2007,1931
9/8/2007,1915
10/8/2007,2181
11/8/2007,2841
12/8/2007,3534
13/08/2007,4147
14/08/2007,4451
15/08/2007,4318
16/08/2007,3942
17/08/2007,3643
18/08/2007,3405
19/08/2007,3206
20/08/2007,3001
21/08/2007,2802
22/08/2007,2781
23/08/2007,3209
24/08/2007,3732
25/08/2007,3924
26/08/2007,3526
27/08/2007,3064
28/08/2007,2735
29/08/2007,2440
30/08/2007,2218
31/08/2007,2057
1/9/2007,1966
2/9/2007,2010
3/9/2007,2215
4/9/2007,2436
5/9/2007,2410
6/9/2007,2302
7/9/2007,2193
8/9/2007,2124
9/9/2007,2068
10/9/2007,2028
11/9/2007,1998
12/9/2007,1943
13/09/2007,1880
14/09/2007,1852
15/09/2007,1792
16/09/2007,1733
17/09/2007,1664
18/09/2007,1619
19/09/2007,1633
20/09/2007,1592
21/09/2007,1588
22/09/2007,1658
23/09/2007,1696
24/09/2007,1649
25/09/2007,1574
26/09/2007,1534
27/09/2007,1502
28/09/2007,1509
29/09/2007,1649
30/09/2007,1960
1/10/2007,2162
2/10/2007,2200
3/10/2007,2149
4/10/2007,2036
5/10/2007,1941
6/10/2007,1825
7/10/2007,1717
8/10/2007,1645
9/10/2007,1625
10/10/2007,1591
11/10/2007,1537
12/10/2007,1505
13/10/2007,1475
14/10/2007,1431
15/10/2007,1405
16/10/2007,1374
17/10/2007,1346
18/10/2007,1322
19/10/2007,1306
20/10/2007,1284
21/10/2007,1254
22/10/2007,1243
23/10/2007,1243
24/10/2007,1239
25/10/2007,1227
26/10/2007,1205
27/10/2007,1179
28/10/2007,1148
29/10/2007,1131
30/10/2007,1154
31/10/2007,1239
1/11/2007,1229
2/11/2007,1190
3/11/2007,1154
4/11/2007,1133
5/11/2007,1119
6/11/2007,1122
7/11/2007,1127
8/11/2007,1125
9/11/2007,1171
10/11/2007,1286
11/11/2007,1547
12/11/2007,1920
13/11/2007,2236
14/11/2007,2490
15/11/2007,2754
16/11/2007,2782
17/11/2007,2625
18/11/2007,2395
19/11/2007,2209
20/11/2007,2023
21/11/2007,1858
22/11/2007,1735
23/11/2007,1649
24/11/2007,1587
25/11/2007,1571
26/11/2007,1705
27/11/2007,1900
28/11/2007,1992
29/11/2007,1997
30/11/2007,1963
1/12/2007,1956
2/12/2007,1976
3/12/2007,2067
4/12/2007,2327
5/12/2007,3027
6/12/2007,3614
7/12/2007,3972
8/12/2007,4164
9/12/2007,4491
10/12/2007,4849
11/12/2007,5099
12/12/2007,5299
13/12/2007,5365
14/12/2007,5290
15/12/2007,5088
16/12/2007,4668
17/12/2007,4153
18/12/2007,3580
19/12/2007,3111
20/12/2007,2781
21/12/2007,2538
22/12/2007,2352
23/12/2007,2202
24/12/2007,2077
25/12/2007,1974
26/12/2007,1866
27/12/2007,1784
28/12/2007,1722
29/12/2007,1660
30/12/2007,1606
31/12/2007,1561
